protein_id,genes,time,fraction,intensity
P25119,Tnfrsf1b,30min,12,3092475.9999999995
P25206,Mcm3,30min,12,10313361.666666664
P25444,Rps2,30min,12,29916659.999999996
P25799,Nfkb1,30min,12,27481344.44444444
P25911,Lyn,30min,12,5166658.888888888
P26011,Itgb7,30min,12,6677081.11111111
P26039,Tln1,30min,12,415514488.88888884
P26040,Ezr,30min,12,25727211.111111112
P26041,Msn,30min,12,144850771.66666666
P26043,Rdx,30min,12,12504122.22222222
P26151,Fcgr1,30min,12,25544135.555555552
P26231,Ctnna1,30min,12,14233567.777777776
P26369,U2af2,30min,12,435854.11111111107
P26443,Glud1,30min,12,3960733.333333333
P26450,Pik3r1,30min,12,22545643.33333333
P26516,Psmd7,30min,12,61696328.88888889
P26645,Marcks,30min,12,7804669.999999999
P26952,Il3ra,30min,12,4621238.888888888
P26954,Csf2rb2,30min,12,1536117.6666666665
P26955,Csf2rb,30min,12,1896488.8888888885
P27005,S100a8,30min,12,58274124.44444444
P27046,Man2a1,30min,12,23267945.555555552
P27048,Snrpb,30min,12,8449014.444444444
P27546,Map4,30min,12,76189112.77777776
P27612,Plaa,30min,12,605411.7777777778
P27659,Rpl3,30min,12,6870146.666666665
P27808,Mgat1,30min,12,4372322.222222222
P27870,Vav1,30min,12,32064102.222222216
P28063,Psmb8,30min,12,184081349.99999997
P28076,Psmb9,30min,12,204240596.66666663
P28078,H2-DMa,30min,12,71945766.66666666
P28293,Ctsg,30min,12,137372.2222222222
P28650,Adss1,30min,12,623708.8888888888
P28656,Nap1l1,30min,12,2508645.0
P28658,Atxn10,30min,12,6125236.666666666
P28661,Septin4,30min,12,3987318.222222222
P28667,Marcksl1,30min,12,7719825.555555554
P28740,Kif2a,30min,12,2172530.0
P28741,Kif3a,30min,12,841675.5555555555
P29341,Pabpc1,30min,12,193997594.99999997
P29351,Ptpn6,30min,12,58253544.44444443
P29387,Gnb4,30min,12,3518884.444444444
P29391,Ftl1,30min,12,2256302.222222222
P29416,Hexa,30min,12,9187528.888888888
P30204,Msr1,30min,12,6691443.777777777
P30355,Alox5ap,30min,12,66916972.22222221
P30416,Fkbp4,30min,12,1095041.1111111108
P30993,C5ar1,30min,12,25225522.22222222
P30999,Ctnnd1,30min,12,8014093.333333333
P31230,Aimp1,30min,12,22142425.777777776
P31266,Rbpj,30min,12,5147970.0
P31725,S100a9,30min,12,94676473.88888888
P32037,Slc2a3,30min,12,1207142.222222222
P32067,Ssb,30min,12,6620774.444444443
P32233,Drg1,30min,12,1044485.5555555554
P32507,Nectin2,30min,12,854774.2222222221
P33174,Kif4,30min,12,995660.4444444444
P33609,Pola1,30min,12,1782636.6666666665
P33610,Prim2,30min,12,301220.3333333333
P33611,Pola2,30min,12,3364167.7777777775
P34022,Ranbp1,30min,12,66267509.44444443
P34902,Il2rg,30min,12,4490588.666666666
P34960,Mmp12,30min,12,19279044.44444444
P35123,Usp4,30min,12,7718343.333333332
P35235,Ptpn11,30min,12,2228026.6666666665
P35276,Rab3d,30min,12,4101558.888888888
P35278,Rab5c,30min,12,100107411.1111111
P35279,Rab6a,30min,12,44450375.55555555
P35282,Rab21,30min,12,3119577.7777777775
P35285,Rab22a,30min,12,1687831.5555555555
P35290,Rab24,30min,12,3042231.1111111105
P35293,Rab18,30min,12,42209344.44444444
P35294,Rab19,30min,12,2181116.222222222
P35329,Cd22,30min,12,168254.88888888888
P35441,Thbs1,30min,12,14533062.22222222
P35456,Plaur,30min,12,5061966.666666666
P35550,Fbl,30min,12,3596252.222222222
P35564,Canx,30min,12,229758130.0
P35585,Ap1m1,30min,12,527990.0
P35601,Rfc1,30min,12,2553304.444444444
P35700,Prdx1,30min,12,735821999.9999999
P35762,Cd81,30min,12,4187234.5
P35821,Ptpn1,30min,12,45467083.33333333
P35831,Ptpn12,30min,12,4692774.444444444
P35951,Ldlr,30min,12,511571.11111111107
P35979,Rpl12,30min,12,9148677.777777776
P35980,Rpl18,30min,12,10971201.11111111
P36371,Tap2,30min,12,395360.0
P36423,Tbxas1,30min,12,55956556.111111104
P36536,Sar1a,30min,12,63593666.666666664
P37040,Por,30min,12,38464455.55555555
P38647,Hspa9,30min,12,93699563.88888888
P39054,Dnm2,30min,12,170176677.77777776
P39098,Man1a2,30min,12,3293548.222222222
P39428,Traf1,30min,12,3715112.222222222
P39429,Traf2,30min,12,4655310.888888888
P40124,Cap1,30min,12,60478518.59259255
P40336,Vps26a,30min,12,2199000.0
P41105,Rpl28,30min,12,2399760.7777777775
P41216,Acsl1,30min,12,73197633.33333331
P41230,Kdm5c,30min,12,428949.66666666657
P41233,Abca1,30min,12,13427102.22222222
P41245,Mmp9,30min,12,7894623.333333332
P41731,Cd63,30min,12,6510947.777777777
P42082,Cd86,30min,12,8286233.333333332
P42125,Eci1,30min,12,3927425.555555555
P42128,Foxk1,30min,12,568237.3333333333
P42208,Septin2,30min,12,193220825.1111111
P42209,Septin1,30min,12,3103955.333333333
P42225,Stat1,30min,12,55320631.611111104
P42227,Stat3,30min,12,41333251.111111104
P42230,Stat5a,30min,12,9257138.888888888
P42232,Stat5b,30min,12,355479.11111111107
P42567,Eps15,30min,12,23253781.666666664
P42669,Pura,30min,12,4241078.888888888
P42859,Htt,30min,12,3291472.2222222215
P42932,Cct8,30min,12,413459923.33333325
P43247,Msh2,30min,12,3689546.666666666
P43406,Itgav,30min,12,2612317.7777777775
P43883,Plin2,30min,12,4567462.222222222
P45481,Crebbp,30min,12,970170.3333333333
P45700,Man1a1,30min,12,5248516.666666666
P46061,Rangap1,30min,12,19582412.22222222
P46460,Nsf,30min,12,18734312.22222222
P46471,Psmc2,30min,12,69330333.33333333
P46638,Rab11b,30min,12,55330688.79629633
P46664,Adss2,30min,12,427826.0
P46737,Brcc3,30min,12,91268354.44444443
P46935,Nedd4,30min,12,688076.6666666665
P46978,Stt3a,30min,12,29883474.44444444
P47713,Pla2g4a,30min,12,10426671.11111111
P47738,Aldh2,30min,12,61289503.33333333
P47740,Aldh3a2,30min,12,86729942.22222221
P47753,Capza1,30min,12,34329972.777777776
P47754,Capza2,30min,12,20272007.555555552
P47757,Capzb,30min,12,48513294.99999999
P47758,Srprb,30min,12,33121563.66666666
P47791,Gsr,30min,12,81824.33333333333
P47802,Mtx1,30min,12,8150991.11111111
P47856,Gfpt1,30min,12,14623668.888888888
P47911,Rpl6,30min,12,1314633.5555555555
P47955,Rplp1,30min,12,16769249.388888886
P47962,Rpl5,30min,12,2912523.444444444
P47963,Rpl13,30min,12,2093338.8888888885
P47964,Rpl36,30min,12,1344811.111111111
P48036,Anxa5,30min,12,39929.33333333333
P48410,Abcd1,30min,12,3093555.5555555555
P48453,Ppp3cb,30min,12,485428.8888888888
P48678,Lmna,30min,12,14059686.666666664
P48722,Hspa4l,30min,12,13080189.999999998
P48962,Slc25a4,30min,12,15084050.0
P48999,Alox5,30min,12,30360121.11111111
P49290,Epx,30min,12,1758384.333333333
P49300,Clec10a,30min,12,9316763.333333332
P49312,Hnrnpa1,30min,12,481527.33333333326
P49446,Ptpre,30min,12,5726794.444444444
P49586,Pcyt1a,30min,12,43439955.55555555
P49615,Cdk5,30min,12,5048242.222222222
P49710,Hcls1,30min,12,823427.8888888888
P49717,Mcm4,30min,12,21721271.11111111
P49718,Mcm5,30min,12,7244141.11111111
P49722,Psma2,30min,12,499052599.99999994
P49769,Psen1,30min,12,7672692.333333332
P49962,Srp9,30min,12,20154664.44444444
P50096,Impdh1,30min,12,610118.4444444445
P50136,Bckdha,30min,12,677359.8888888889
P50172,Hsd11b1,30min,12,3399772.444444444
P50295,Nat2,30min,12,64472.1111111111
P50427,Sts,30min,12,14838209.999999996
P50516,Atp6v1a,30min,12,186938224.07407397
P50518,Atp6v1e1,30min,12,115467833.33333331
P50543,S100a11,30min,12,55035477.77777777
P50544,Acadvl,30min,12,28561301.111111104
P50637,Tspo,30min,12,334162.6666666666
P51150,Rab7a,30min,12,264432935.55555555
P51174,Acadl,30min,12,388282.2222222222
P51175,Ppox,30min,12,7264176.666666666
P51410,Rpl9,30min,12,8764639.444444444
P51432,Plcb3,30min,12,161201.77777777775
P51437,Camp,30min,12,4312019.666666666
P51682,Ccr5,30min,12,938247.8888888888
P51881,Slc25a5,30min,12,335506955.5555555
P51908,Apobec1,30min,12,515732.22222222213
P52019,Sqle,30min,12,2492952.222222222
P52332,Jak1,30min,12,8913272.22222222
P52431,Pold1,30min,12,268737.77777777775
P52432,Polr1c,30min,12,7449398.888888886
P52480,Pkm,30min,12,19034297.777777776
P52633,Stat6,30min,12,29209668.888888888
P52825,Cpt2,30min,12,21489700.666666664
P52850,Ndst2,30min,12,742234.4444444445
P52875,Tmem165,30min,12,3840243.333333333
P53564,Cux1,30min,12,55784604.44444445
P53612,Rabggtb,30min,12,457771.11111111107
P53690,Mmp14,30min,12,2042345.333333333
P53702,Hccs,30min,12,4622486.999999999
P53798,Fdft1,30min,12,3445458.8888888885
P53810,Pitpna,30min,12,828137.8888888888
P53811,Pitpnb,30min,12,5922472.222222222
P53986,Slc16a1,30min,12,422924.4444444444
P53994,Rab2a,30min,12,50486704.44444444
P53995,Anapc1,30min,12,3348366.6666666665
P54071,Idh2,30min,12,2363080.0
P54103,Dnajc2,30min,12,4249342.222222221
P54116,Stom,30min,12,36570294.44444443
P54310,Lipe,30min,12,6523355.555555555
P54728,Rad23b,30min,12,778129.9999999999
P54729,Nub1,30min,12,711753.3333333333
P54731,Faf1,30min,12,585316.6666666666
P54751,St3gal1,30min,12,3810351.222222222
P54775,Psmc4,30min,12,36290594.277777776
P54818,Galc,30min,12,6892163.888888888
P54822,Adsl,30min,12,3384625.6666666665
P54923,Adprh,30min,12,889792.222222222
P54987,Acod1,30min,12,48913157.77777777
P55065,Pltp,30min,12,1547516.0
P55096,Abcd3,30min,12,185385.77777777775
P55194,Sh3bp1,30min,12,4745283.888888888
P55258,Rab8a,30min,12,14759202.5
P55302,Lrpap1,30min,12,38524911.111111104
P55772,Entpd1,30min,12,7920853.333333333
P55937,Golga3,30min,12,426337.77777777775
P56135,Atp5mf,30min,12,50517733.33333333
P56382,Atp5f1e,30min,12,43673235.55555555
P56395,Cyb5a,30min,12,90709173.88888888
P56399,Usp5,30min,12,5027424.277777778
P56480,Atp5f1b,30min,12,144129166.66666663
P56528,Cd38,30min,12,1423477.222222222
P56542,Dnase2,30min,12,192479.3333333333
P56546,Ctbp2,30min,12,5841076.666666666
P56695,Wfs1,30min,12,295241.11111111107
P56812,Pdcd5,30min,12,1398791.0
P56960,Exosc10,30min,12,876948.7777777778
P57080,Usp25,30min,12,4019296.666666666
P57716,Ncstn,30min,12,8327616.666666665
P57746,Atp6v1d,30min,12,23459430.0
P57776,Eef1d,30min,12,60283764.51851844
P57780,Actn4,30min,12,252989793.3333333
P57784,Snrpa1,30min,12,10090860.0
P57787,Slc16a3,30min,12,193953.99999999997
P58021,Tm9sf2,30min,12,9266034.444444444
P58044,Idi1,30min,12,1720362.222222222
P58058,Nadk,30min,12,1148125.5555555555
P58059,Mrps21,30min,12,2777673.333333333
P58064,Mrps6,30min,12,1694119.9999999995
P58252,Eef2,30min,12,18077327.5
P58281,Opa1,30min,12,10373531.111111108
P58501,Paxbp1,30min,12,123248.88888888888
P58681,Tlr7,30min,12,10527322.22222222
P58682,Tlr8,30min,12,4906689.555555554
P58742,Aaas,30min,12,2690918.888888889
P58802,Tbc1d10a,30min,12,701010.6666666666
P59235,Nup43,30min,12,1751912.222222222
P59279,Rab2b,30min,12,1158594.4444444443
P59325,Eif5,30min,12,4791268.888888888
P59328,Wdhd1,30min,12,4076050.0
P59438,Hps5,30min,12,1866794.222222222
P59481,Lman2l,30min,12,8507837.777777776
P59708,Sf3b6,30min,12,7687860.0
P59729,Rin3,30min,12,2303407.7777777775
P59759,Mrtfb,30min,12,226272.55555555556
P60060,Sec61g,30min,12,8038879.999999998
P60122,Ruvbl1,30min,12,46363211.111111104
P60229,Eif3e,30min,12,33110872.499999993
P60335,Pcbp1,30min,12,84263133.33333333
P60605,Ube2g2,30min,12,1212226.6666666665
P60710,Actb,30min,12,428117934.0740742
P60766,Cdc42,30min,12,1128484.222222222
P60867,Rps20,30min,12,79207485.0
P60898,Polr2i,30min,12,4666837.222222222
P61021,Rab5b,30min,12,2799888.444444444
P61022,Chp1,30min,12,2274658.8888888885
P61027,Rab10,30min,12,58613002.22222222
P61028,Rab8b,30min,12,41777802.222222224
P61079,Ube2d3,30min,12,769915.5555555555
P61161,Actr2,30min,12,20350415.555555552
P61164,Actr1a,30min,12,10003551.481481476
P61202,Cops2,30min,12,57901076.66666666
P61211,Arl1,30min,12,22036864.44444444
P61222,Abce1,30min,12,1249696.6666666665
P61226,Rap2b,30min,12,9513282.61111111
P61290,Psme3,30min,12,26435018.33333333
P61358,Rpl27,30min,12,52871811.0
P61600,Naa20,30min,12,149022.66666666666
P61620,Sec61a1,30min,12,58534214.44444443
P61750,Arf4,30min,12,64235086.66666666
P61759,Vbp1,30min,12,3556298.9999999995
P61804,Dad1,30min,12,19622263.333333332
P61924,Copz1,30min,12,61390062.777777776
P61965,Wdr5,30min,12,12209540.0
P61967,Ap1s1,30min,12,620486.6666666665
P62046,Lrch1,30min,12,6308174.444444444
P62071,Rras2,30min,12,8458822.222222222
P62082,Rps7,30min,12,1067689.2222222222
P62137,Ppp1ca,30min,12,43225622.22222221
P62141,Ppp1cb,30min,12,11537100.0
P62192,Psmc1,30min,12,99174311.1111111
P62196,Psmc5,30min,12,29298726.66666666
P62242,Rps8,30min,12,6505169.999999999
P62245,Rps15a,30min,12,31769526.666666664
P62259,Ywhae,30min,12,30059492.722222216
P62264,Rps14,30min,12,39806344.44444444
P62267,Rps23,30min,12,32494043.88888888
P62270,Rps18,30min,12,38372043.88888888
P62281,Rps11,30min,12,46974400.0
P62301,Rps13,30min,12,15106995.999999998
P62305,Snrpe,30min,12,8990258.888888888
P62307,Snrpf,30min,12,7639000.0
P62309,Snrpg,30min,12,406567.99999999994
P62315,Snrpd1,30min,12,1202104.6666666665
P62317,Snrpd2,30min,12,11362967.777777778
P62320,Snrpd3,30min,12,11874631.111111108
P62331,Arf6,30min,12,7443068.888888888
P62334,Psmc6,30min,12,34892515.55555555
P62482,Kcnab2,30min,12,59683.55555555555
P62627,Dynlrb1,30min,12,2751867.555555555
P62700,Ypel5,30min,12,408825.5555555555
P62702,Rps4x,30min,12,15677288.888888886
P62717,Rpl18a,30min,12,615846.6666666665
P62743,Ap2s1,30min,12,4204827.777777777
P62746,Rhob,30min,12,4626417.333333332
P62754,Rps6,30min,12,25830863.33333333
P62806,H4c1,30min,12,195719611.1111111
P62814,Atp6v1b2,30min,12,49288658.33333333
P62821,Rab1a,30min,12,68780850.55555555
P62827,Ran,30min,12,63786082.99999999
P62830,Rpl23,30min,12,29718953.888888888
P62835,Rap1a,30min,12,2396066.222222222
P62849,Rps24,30min,12,5470335.555555556
P62852,Rps25,30min,12,15593690.888888886
P62855,Rps26,30min,12,28017366.666666664
P62874,Gnb1,30min,12,157071980.0
P62876,Polr2l,30min,12,11027966.666666664
P62880,Gnb2,30min,12,45075343.44444444
P62889,Rpl30,30min,12,18204079.388888888
P62900,Rpl31,30min,12,148045.1111111111
P62908,Rps3,30min,12,50005177.777777776
P62911,Rpl32,30min,12,914962.2222222221
P62918,Rpl8,30min,12,25499959.999999996
P62960,Ybx1,30min,12,2059195.5555555553
P62983,Rps27a,30min,12,8774400.166666664
P63002,Tle5,30min,12,183479.0
P63005,Pafah1b1,30min,12,178178.88888888888
P63017,Hspa8,30min,12,539605805.5555556
P63030,Mpc1,30min,12,10012819.999999998
P63037,Dnaja1,30min,12,16833097.777777776
P63038,Hspd1,30min,12,470462116.6666666
P63073,Eif4e,30min,12,995441.111111111
P63168,Dynll1,30min,12,13449311.11111111
P63213,Gng2,30min,12,9532007.833333332
P63276,Rps17,30min,12,15387974.666666664
P63280,Ube2i,30min,12,205472.2222222222
P63321,Rala,30min,12,2778423.8888888885
P63323,Rps12,30min,12,78663231.1111111
P63325,Rps10,30min,12,9260265.555555554
P63328,Ppp3ca,30min,12,13261922.22222222
P67778,Phb1,30min,12,1173685.9999999998
P67871,Csnk2b,30min,12,42630905.55555555
P68040,Rack1,30min,12,2037018.8888888885
P68181,Prkacb,30min,12,60636777.77777777
P68254,Ywhaq,30min,12,10007162.222222222
P68368,Tuba4a,30min,12,355326216.6666666
P68372,Tubb4b,30min,12,118622604.44444442
P68373,Tuba1c,30min,12,362422480.55555546
P68404,Prkcb,30min,12,4404773.333333333
P68433,H3c1,30min,12,264674277.77777773
P69566,Ranbp9,30min,12,414981.33333333326
P70168,Kpnb1,30min,12,223716559.44444442
P70188,Kifap3,30min,12,386421.6666666666
P70191,Traf5,30min,12,2530291.555555555
P70195,Psmb7,30min,12,131168186.1111111
P70196,Traf6,30min,12,1966137.7777777778
P70206,Plxna1,30min,12,15664642.22222222
P70218,Map4k1,30min,12,3579339.111111111
P70248,Myo1f,30min,12,362258.8888888888
P70261,Pald1,30min,12,733371.111111111
P70279,Surf6,30min,12,26524900.555555552
P70280,Vamp7,30min,12,15493449.999999996
P70288,Hdac2,30min,12,9112044.888888888
P70295,Aup1,30min,12,13199977.777777776
P70302,Stim1,30min,12,6961257.222222221
P70303,Ctps2,30min,12,4621761.11111111
P70333,Hnrnph2,30min,12,2200433.111111111
P70335,Rock1,30min,12,27132369.999999996
P70336,Rock2,30min,12,13438586.33333333
P70347,Tank,30min,12,1496589.333333333
P70351,Ezh1,30min,12,1459414.0
P70388,Rad50,30min,12,848430.6666666665
P70398,Usp9x,30min,12,27626527.777777776
P70404,Idh3g,30min,12,9220400.0
P70406,Ucp2,30min,12,987787.111111111
P70419,Galnt3,30min,12,686357.7777777778
P70426,Rit1,30min,12,1629042.5555555555
P70429,Evl,30min,12,12683438.888888888
P70441,Nherf1,30min,12,664153.5555555555
P70444,Bid,30min,12,146015.55555555553
P70452,Stx4,30min,12,8017477.777777777
P70460,Vasp,30min,12,9014921.11111111
P70677,Casp3,30min,12,441486.6666666666
P70698,Ctps1,30min,12,1903098.8888888885
P70699,Gaa,30min,12,9085850.0
P70700,Polr1b,30min,12,1455434.222222222
P80313,Cct7,30min,12,526705727.77777773
P80314,Cct2,30min,12,480431822.2222221
P80315,Cct4,30min,12,403379633.33333325
P80316,Cct5,30min,12,404607672.2222222
P80317,Cct6a,30min,12,320915742.22222215
P80318,Cct3,30min,12,706298888.8888888
P81117,Nucb2,30min,12,3251851.388888889
P83741,Wnk1,30min,12,298833.3333333333
P83870,Phf5a,30min,12,60257644.44444444
P83887,Tubg1,30min,12,768430.9999999999
P83940,Eloc,30min,12,3676084.222222222
P84078,Arf1,30min,12,4792971.444444444
P84084,Arf5,30min,12,80421993.33333331
P84091,Ap2m1,30min,12,25778211.111111112
P84096,Rhog,30min,12,179919601.1111111
P84099,Rpl19,30min,12,4975822.222222222
P97287,Mcl1,30min,12,2080361.1111111108
P97300,Nptn,30min,12,1874538.5555555553
P97304,Polr1d,30min,12,3152860.666666666
P97310,Mcm2,30min,12,8242179.999999999
P97311,Mcm6,30min,12,20952030.0
P97333,Nrp1,30min,12,5279739.999999999
P97351,Rps3a,30min,12,28440239.555555552
P97363,Sptlc2,30min,12,20794160.0
P97366,Evi5,30min,12,286429.3333333333
P97369,Ncf4,30min,12,1807716.6666666665
P97370,Atp1b3,30min,12,39773074.111111104
P97371,Psme1,30min,12,40558413.74074073
P97372,Psme2,30min,12,6103605.777777777
P97376,Frg1,30min,12,128391.1111111111
P97379,G3bp2,30min,12,3706625.555555555
P97386,Lig3,30min,12,697149.4444444445
P97390,Vps45,30min,12,353513.3333333333
P97393,Arhgap5,30min,12,40074.44444444444
P97412,Lyst,30min,12,2028043.5555555555
P97434,Mprip,30min,12,242423.99999999994
P97449,Anpep,30min,12,32735771.11111111
P97450,Atp5pf,30min,12,18078379.0
P97461,Rps5,30min,12,47499222.22222222
P97468,Cmklr1,30min,12,1356298.222222222
P97470,Ppp4c,30min,12,1667820.111111111
P97480,Eya3,30min,12,1431581.222222222
P97484,Pirb,30min,12,13452253.333333332
P97742,Cpt1a,30min,12,42778097.777777776
P97760,Polr2c,30min,12,21191250.0
P97770,Thumpd3,30min,12,154374.44444444444
P97797,Sirpa,30min,12,59280877.77777777
P97807,Fh,30min,12,173686.0
P97808,Fxyd5,30min,12,1839869.9999999995
P97814,Pstpip1,30min,12,1513766.6666666665
P97822,Anp32e,30min,12,173308.88888888888
P97855,G3bp1,30min,12,6726983.888888888
P97872,Fmo5,30min,12,7180212.722222222
P98086,C1qa,30min,12,1563578.4444444443
P98192,Gnpat,30min,12,4329873.333333333
P98195,Atp9b,30min,12,206032.2222222222
P98197,Atp11a,30min,12,591721.111111111
P99024,Tubb5,30min,12,560833300.0
P99026,Psmb4,30min,12,265038474.88888887
P99027,Rplp2,30min,12,42217070.05555555
P99028,Uqcrh,30min,12,5633635.555555555
Q00422,Gabpa,30min,12,2663795.555555555
Q00558,F8a1,30min,12,5226780.388888888
Q00612,G6pdx,30min,12,10544133.333333332
Q00651,Itga4,30min,12,10334402.22222222
Q00941,Csf2ra,30min,12,23499733.33333333
Q00993,Axl,30min,12,26947634.44444444
Q00PI9,Hnrnpul2,30min,12,2999016.6666666665
Q01320,Top2a,30min,12,448047.4444444444
Q01405,Sec23a,30min,12,588801.111111111
Q01705,Notch1,30min,12,323298.6666666666
Q01853,Vcp,30min,12,999669388.8888886
Q01965,Ly9,30min,12,2545547.555555555
Q02105,C1qc,30min,12,29344739.999999996
Q02248,Ctnnb1,30min,12,2863162.666666666
Q02819,Nucb1,30min,12,16819448.888888888
Q03173,Enah,30min,12,1098562.4444444443
Q03265,Atp5f1a,30min,12,272806311.11111104
Q03958,Pfdn6,30min,12,481511.11111111107
Q04207,Rela,30min,12,10511857.777777776
Q04519,Smpd1,30min,12,4134615.555555555
Q04750,Top1,30min,12,11533510.555555554
Q04863,Relb,30min,12,7485230.0
Q05117,Acp5,30min,12,147091.55555555553
Q05144,Rac2,30min,12,177693974.99999997
Q05910,Adam8,30min,12,3866252.222222222
Q05921,Rnasel,30min,12,4590260.0
Q05CL8,Larp7,30min,12,12654318.888888888
Q05D44,Eif5b,30min,12,6546348.333333333
Q06185,Atp5me,30min,12,11704179.055555554
Q06335,Aplp2,30min,12,4394970.888888888
Q07113,Igf2r,30min,12,10066596.666666664
Q07797,Lgals3bp,30min,12,76265253.33333333
Q07813,Bax,30min,12,49341820.722222224
Q08639,Tfdp1,30min,12,68525.44444444444
Q08857,Cd36,30min,12,52396090.518518515
Q08874,Mitf,30min,12,1781545.3333333333
Q08943,Ssrp1,30min,12,189023.3333333333
Q09014,Ncf1,30min,12,74971317.22222221
Q09200,B4galnt1,30min,12,29806716.666666664
Q0GNC1,Inf2,30min,12,3171478.888888888
Q0KL02,Trio,30min,12,2324625.555555555
Q0P5W1,Vps8,30min,12,2839588.444444444
Q0P678,Zc3h18,30min,12,580899.9999999999
Q0VGB7,Ppp4r2,30min,12,2564061.333333333
Q11011,Npepps,30min,12,1740904.222222222
Q148V7,Relch,30min,12,270989.2222222222
Q14C51,Ptcd3,30min,12,984643.3333333333
Q14CH1,Mocos,30min,12,127202.2222222222
Q18PI6,Cd84,30min,12,29216007.61111111
Q1HDU4,Arhgap9,30min,12,1898107.7777777775
Q1HFZ0,Nsun2,30min,12,1497246.6666666665
Q2EMV9,Parp14,30min,12,5587877.777777777
Q2HXL6,Edem3,30min,12,1599193.9999999998
Q2KN98,Specc1l,30min,12,1061137.7777777778
Q2TBA3,Malt1,30min,12,870967.7777777776
Q2TBE6,Pi4k2a,30min,12,34098568.88888888
Q2YDW2,Msto1,30min,12,786143.5555555554
Q31099,H2-DMb2,30min,12,9692691.11111111
Q31125,Slc39a7,30min,12,191478.88888888888
Q32NY4,Cnnm3,30min,12,559974.4444444444
Q3B7Z2,Osbp,30min,12,8352557.777777776
Q3TAA7,Stk11ip,30min,12,1241619.6666666665
Q3TAP4,Ap5b1,30min,12,735414.3333333333
Q3TB92,Milr1,30min,12,5313468.0
Q3TBD2,Arhgap45,30min,12,50934724.44444443
Q3TBT3,Sting1,30min,12,19548315.555555552
Q3TBV4,Kcnk6,30min,12,7375281.666666666
Q3TBW2,Mrpl10,30min,12,706849.2222222221
Q3TCH7,Cul4a,30min,12,16583801.666666666
Q3TCJ1,Abraxas2,30min,12,79519566.66666666
Q3TDD9,Ppp1r21,30min,12,22771907.777777776
Q3TDK6,Rogdi,30min,12,689443.3333333333
Q3TDN2,Faf2,30min,12,9935778.888888888
Q3TDQ1,Stt3b,30min,12,598183.3333333333
Q3TFD2,Lpcat1,30min,12,20507471.111111104
Q3TFQ1,Spryd7,30min,12,903468.8888888888
Q3TGW2,Eepd1,30min,12,435315.5555555555
Q3THE2,Myl12b,30min,12,4721414.444444444
Q3THK7,Gmps,30min,12,475828.8888888888
Q3THS6,Mat2a,30min,12,151141.3333333333
Q3TIR1,Trappc13,30min,12,9369658.666666666
Q3TIR3,Ric8a,30min,12,6867883.333333332
Q3TIU4,Pde12,30min,12,242728.88888888888
Q3TIV5,Zc3h15,30min,12,428424.5555555555
Q3TIX9,Usp39,30min,12,185152.2222222222
Q3TJ22,Aamp,30min,12,246695.33333333328
Q3TKT4,Smarca4,30min,12,1246543.333333333
Q3TL44,Nlrx1,30min,12,13320998.888888888
Q3TLD5,Uri1,30min,12,380144.4444444444
Q3TLI0,Trappc10,30min,12,2314717.7777777775
Q3TMP1,Gtf3c3,30min,12,3290748.0
Q3TNL8,Itprip,30min,12,1034605.5555555554
Q3TPX4,Exoc5,30min,12,1380858.8888888888
Q3TRM8,Hk3,30min,12,31709877.777777776
Q3TUH1,Tamm41,30min,12,1992162.333333333
Q3TVI8,Pbxip1,30min,12,7537924.444444444
Q3TVP5,Otulinl,30min,12,4845553.333333333
Q3TW96,Uap1l1,30min,12,267418.8888888889
Q3TWF6,Wdr70,30min,12,1464168.8888888888
Q3TWL2,Pip4p1,30min,12,4395257.777777778
Q3TWW8,Srsf6,30min,12,662672.2222222221
Q3TXS7,Psmd1,30min,12,42391837.777777776
Q3TYS2,Cybc1,30min,12,4102304.111111111
Q3TZM9,Alg11,30min,12,2814959.555555555
Q3TZX8,Nol9,30min,12,3385461.1111111105
Q3TZZ7,Esyt2,30min,12,44487923.33333333
Q3U0J8,Tbc1d2b,30min,12,1916576.6666666665
Q3U0M1,Trappc9,30min,12,4143554.444444444
Q3U0V1,Khsrp,30min,12,346388.8888888889
Q3U0V2,Tradd,30min,12,7028820.555555554
Q3U0X6,Zfp217,30min,12,427126.3333333333
Q3U186,Rars2,30min,12,6830003.333333332
Q3U1J4,Ddb1,30min,12,27608343.11111111
Q3U1Y4,Dennd4b,30min,12,2073036.8888888888
Q3U1Z5,Gpsm3,30min,12,486724.22222222213
Q3U2C5,Rnf149,30min,12,1515284.4444444443
Q3U2S8,Hvcn1,30min,12,1932098.8888888888
Q3U308,Ctu2,30min,12,463629.11111111107
Q3U319,Rnf40,30min,12,11708537.777777776
Q3U3W5,Prmt9,30min,12,711185.4444444443
Q3U466,Cln6,30min,12,409444.4444444444
Q3U487,Hectd3,30min,12,3999204.444444444
Q3U4G3,Xxylt1,30min,12,550165.3333333333
Q3U6Q4,Pik3r6,30min,12,4371707.555555555
Q3U7R1,Esyt1,30min,12,526274333.3333333
Q3U829,Ap5z1,30min,12,931067.7777777776
Q3UA06,Trip13,30min,12,7293802.222222222
Q3UBX0,Tmem109,30min,12,3571861.8888888885
Q3UCV8,Otulin,30min,12,5088963.333333333
Q3UDF0,Slc2a6,30min,12,47703033.88888888
Q3UDP0,Wdr41,30min,12,4849684.0
Q3UDR8,Yipf3,30min,12,1955274.9999999995
